,Date,OtherunderPreferredStockDividend,EBIT,ImpairmentOfCapitalAssets,NetIncomeCommonStockholders,TaxRateForCalcs,DilutedNIAvailtoComStockholders,SpecialIncomeCharges,PretaxIncome,NetIncome,DilutedEPS,InterestIncomeNonOperating,InterestExpense,ReconciledCostOfRevenue,EBITDA,NetInterestIncome,TotalUnusualItems,DepreciationIncomeStatement,NetNonOperatingInterestIncomeExpense,TotalExpenses,OtherNonOperatingIncomeExpenses,NormalizedEBITDA,TotalOtherFinanceCost,NetIncomeFromContinuingAndDiscontinuedOperation,SellingGeneralAndAdministration,OperatingIncome,GeneralAndAdministrativeExpense,BasicAverageShares,MinorityInterests,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalRevenue,InterestExpenseNonOperating,TotalUnusualItemsExcludingGoodwill,OperatingRevenue,NetIncomeIncludingNoncontrollingInterests,TaxProvision,Amortization,TaxEffectOfUnusualItems,BasicEPS,CostOfRevenue,NetIncomeContinuousOperations,GrossProfit,OperatingExpense,DilutedAverageShares,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,NormalizedIncome,DepreciationAndAmortizationInIncomeStatement,OtherSpecialCharges,InterestIncome,Ticker,OtherOperatingExpenses,WriteOff,RentExpenseSupplemental,TotalOperatingIncomeAsReported,FeesandCommissionIncome,NonInterestIncome,IncomefromAssociatesandOtherParticipatingInterests,GainOnSaleOfSecurity,FeesAndCommissions,FeesandCommissionExpense,RentAndLandingFees,DividendIncome,OtherGandA,OtherIncomeExpense,ResearchAndDevelopment,NetIncomeDiscontinuousOperations,GainOnSaleOfBusiness,DepreciationAmortizationDepletionIncomeStatement,PreferredStockDividends,GainOnSaleOfPPE,OtherTaxes,EarningsFromEquityInterest,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,EarningsFromEquityInterestNetOfTax,NonInterestExpense,CreditLossesProvision,OtherCustomerServices,TradingGainLoss,InvestmentBankingProfit,TrustFeesbyCommissions,ProfessionalExpenseAndContractServicesExpense,OtherNonInterestExpense,OccupancyAndEquipment,InterestExpenseForFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,InterestIncomeFromLoans,ServiceChargeOnDepositorAccounts,GainLossonSaleofAssets,SecuritiesActivities,OtherInterestIncome,CreditCard,InterestIncomeAfterProvisionForLoanLoss,InterestExpenseForShortTermDebt,OtherNonInterestIncome,InterestIncomeFromLoansAndLease,InterestExpenseForDeposit,InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,SalariesAndWages,NetOccupancyExpense,OtherInterestExpense,TotalMoneyMarketInvestments,InterestIncomeFromSecurities,InterestExpenseForLongTermDebtAndCapitalSecurities,InterestIncomeFromDeposits,OtherCostofRevenue,MaintenanceAndRepairs,DDACostofRevenue,Fuel,RentandLandingFeesCostofRevenue,Equipment,TotalPremiumsEarned,GainonSaleofLoans,InsuranceAndClaims
10,2020-06-30,0.0,247325247.0,,184675753.0,0.131525,184675753.0,3860249.0,212639773.0,184675753.0,0.0704,3999337.0,34685474.0,271960168.0,0.0,-30686137.0,15366056.0,,-30686137.0,441616838.0,2306814.0,266596296.0,31026036.0,184675753.0,173375990.0,222074715.0,139980646.0,2623799690.0,3465.0,34637105.0,184675753.0,663691553.0,34685474.0,15366056.0,663691553.0,184672288.0,27967485.0,,2021023.323276,0.0704,271960168.0,184672288.0,391731385.0,169656670.0,2623799690.0,-1612461.0,33395344.0,171330720.323276,,-2247788.0,3999337.0,5CP.SI,-808485.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2021-06-30,0.0,399709856.0,,286173854.0,0.467592,286173854.0,215400.0,373474086.0,286173854.0,0.0,3730670.0,26235770.0,498387388.0,237154045.0,-22505100.0,1294656.0,,-22505100.0,865622934.0,6124138.0,473013434.0,0.0,286173854.0,380806194.0,386622674.0,319784594.0,0.0,16576.0,74598234.0,286173854.0,1252245608.0,26235770.0,1294656.0,1252245608.0,286157278.0,87316808.0,,302685.60421,0.0,498387388.0,286157278.0,753858220.0,367235546.0,0.0,0.0,61021600.0,285181883.60421,,-215400.0,3730670.0,5CP.SI,-4508648.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2018-12-31,0.0,2837100000.0,,2457100000.0,0.080151,2457100000.0,0.0,2671200000.0,2457100000.0,1.0492,56400000.0,165900000.0,1429400000.0,0.0,-114300000.0,0.0,,-114300000.0,1576100000.0,,2841300000.0,4800000.0,2457100000.0,174300000.0,1089300000.0,174300000.0,2341800000.0,0.0,4200000.0,2457100000.0,2665400000.0,165900000.0,0.0,2665400000.0,2457100000.0,214100000.0,,0.0,1.0492,1429400000.0,2457100000.0,1236000000.0,146700000.0,2341800000.0,0.0,,2457100000.0,,,56400000.0,H78.SI,,,,2331800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2019-12-31,0.0,662300000.0,,198000000.0,0.17,198000000.0,0.0,469300000.0,198000000.0,0.0848,83400000.0,193000000.0,989600000.0,0.0,-121400000.0,0.0,,-121400000.0,1149300000.0,,675900000.0,11800000.0,198000000.0,185600000.0,1170400000.0,185600000.0,2333900000.0,-4200000.0,13600000.0,198000000.0,2319700000.0,193000000.0,0.0,2319700000.0,202200000.0,267100000.0,,0.0,0.0848,989600000.0,202200000.0,1330100000.0,159700000.0,2333900000.0,0.0,,198000000.0,,,83400000.0,H78.SI,,,,350600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2020-12-31,0.0,-2324700000.0,,-2647400000.0,0.17,-2647400000.0,0.0,-2507200000.0,-2647400000.0,-1.1343,79000000.0,182500000.0,982600000.0,0.0,-115900000.0,0.0,,-115900000.0,1141400000.0,,-2309400000.0,12400000.0,-2647400000.0,190000000.0,952800000.0,190000000.0,2333900000.0,4400000.0,15300000.0,-2647400000.0,2094200000.0,182500000.0,0.0,2094200000.0,-2651800000.0,144600000.0,,0.0,-1.1343,982600000.0,-2651800000.0,1111600000.0,158800000.0,2333900000.0,0.0,,-2647400000.0,,,79000000.0,H78.SI,,,,-2483400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2021-06-30,0.0,-1329000000.0,,-1684700000.0,0.17,-1684700000.0,0.0,-1518900000.0,-1684700000.0,0.0,76500000.0,189900000.0,1044700000.0,-1313400000.0,-125800000.0,-5700000.0,,-125800000.0,1222200000.0,,-1307700000.0,0.0,-1684700000.0,206500000.0,937600000.0,206500000.0,0.0,-3700000.0,15600000.0,-1684700000.0,2159800000.0,189900000.0,-5700000.0,2159800000.0,-1681000000.0,162100000.0,,-969000.0,0.0,1044700000.0,-1681000000.0,1115100000.0,177500000.0,0.0,0.0,,-1679969000.0,,,76500000.0,H78.SI,,,,-1690200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2018-12-31,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,CRPU.SI,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2019-12-31,0.0,198018000.0,,126145000.0,0.280795,126145000.0,0.0,175395000.0,126145000.0,0.106016,284000.0,22623000.0,0.0,0.0,-27697000.0,102000.0,,-27697000.0,9343000.0,,197916000.0,5358000.0,126145000.0,9077000.0,108672000.0,9077000.0,1189869000.0,,,126145000.0,118015000.0,22623000.0,102000.0,118015000.0,126145000.0,49250000.0,,28641.067305,0.106016,0.0,126145000.0,118015000.0,9343000.0,1189869000.0,,,126071641.067305,,,284000.0,CRPU.SI,266000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2020-03-31,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,CRPU.SI,-21000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2020-12-31,0.0,84367000.0,,47023000.0,0.267999,47023000.0,-2438000.0,64239000.0,47023000.0,0.03917,64000.0,20128000.0,0.0,0.0,-25974000.0,-2663000.0,,-25974000.0,10425000.0,,87030000.0,5910000.0,47023000.0,9713000.0,114823000.0,9713000.0,1200661000.0,,,47023000.0,125248000.0,20128000.0,-2663000.0,125248000.0,47023000.0,17216000.0,,-713681.844362,0.03917,0.0,47023000.0,0.0,10425000.0,1200661000.0,,,48972318.155638,,,64000.0,CRPU.SI,712000.0,2438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2021-09-30,0.0,96053000.0,,59411000.0,0.244731,59411000.0,0.0,78662000.0,59411000.0,0.0,79000.0,17391000.0,0.0,96053000.0,-23978000.0,-1621000.0,,-23978000.0,11490000.0,,97674000.0,6666000.0,59411000.0,10778000.0,122582000.0,10778000.0,0.0,,,59411000.0,134072000.0,17391000.0,-1621000.0,134072000.0,59411000.0,19251000.0,,-396708.334393,0.0,0.0,59411000.0,0.0,11490000.0,0.0,,,60635291.665607,,,79000.0,CRPU.SI,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2018-12-31,,,,3896943000.0,0.166865,3896943000.0,5642000.0,4826219000.0,4008001000.0,2.33,,4920998000.0,,,6219965000.0,19688000.0,,,,,,,4008001000.0,414422000.0,,414422000.0,1665161000.0,-12893000.0,272853000.0,4008001000.0,9110682000.0,,19688000.0,,4020894000.0,805325000.0,,3285229.824838,2.34,,4020894000.0,,,1671352000.0,,,3991598229.824838,,-5642000.0,11140963000.0,U11.SI,,0.0,,,2302576000.0,2890717000.0,105881000.0,-35488000.0,1966692000.0,335884000.0,321473000.0,27327000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2019-12-31,,,,4245956000.0,0.157036,4245956000.0,101000.0,5174223000.0,4343346000.0,2.54,,5994467000.0,,,6562361000.0,23405000.0,,,,,,,4343346000.0,504215000.0,,504215000.0,1667405000.0,-18339000.0,398656000.0,4343346000.0,10029663000.0,,23405000.0,,4361685000.0,812538000.0,,3675421.776371,2.55,,4361685000.0,,,1673381000.0,,,4323616421.776371,,-101000.0,12556828000.0,U11.SI,,19000000.0,,,2412429000.0,3467302000.0,51402000.0,241566000.0,2032142000.0,380287000.0,334276000.0,50592000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2020-12-31,,,,2824000000.0,0.17138,2824000000.0,-3000000.0,3536000000.0,2915000000.0,1.68,,3588000000.0,,,6035000000.0,6000000.0,,,,,,,2915000000.0,582000000.0,,582000000.0,1669799000.0,-15000000.0,454000000.0,2915000000.0,9179000000.0,,6000000.0,,2930000000.0,606000000.0,,1028280.542986,1.69,,2930000000.0,,,1676986000.0,,,2910028280.542986,,3000000.0,9623000000.0,U11.SI,,0.0,,,2313000000.0,3144000000.0,98000000.0,286000000.0,1997000000.0,316000000.0,321000000.0,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2021-06-30,,,,3277000000.0,0.170791,3277000000.0,0.0,4081000000.0,3368000000.0,0.0,,2218000000.0,,,6092000000.0,6000000.0,,,,,,,3368000000.0,0.0,,0.0,0.0,-16000000.0,467000000.0,3368000000.0,9382000000.0,,6000000.0,,3384000000.0,697000000.0,,1024748.83607,0.0,,3384000000.0,,,0.0,,,3363024748.83607,,0.0,8310000000.0,U11.SI,,0.0,,,2590000000.0,3290000000.0,128000000.0,289000000.0,2269000000.0,321000000.0,349000000.0,43000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2018-01-31,5853000.0,-132913000.0,,-141343000.0,0.27,-141343000.0,,-134561000.0,-135490000.0,-0.825592,,1648000.0,54486000.0,0.0,-1648000.0,,,-1648000.0,250192000.0,-1473000.0,-125174000.0,,-135490000.0,136819000.0,-131440000.0,32542000.0,171202000.0,,7739000.0,-135490000.0,118752000.0,1648000.0,,118752000.0,-135490000.0,929000.0,,0.0,-0.825592,54486000.0,-135490000.0,64266000.0,195706000.0,171202000.0,,104277000.0,-135490000.0,,,,CRWD,,,,-131440000.0,,,,,,,,,32542000.0,-1473000.0,58887000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2019-01-31,-3576000.0,-138282000.0,,-136501000.0,0.27,-136501000.0,,-138710000.0,-140077000.0,-0.8,,428000.0,87238000.0,0.0,-428000.0,,,-428000.0,386688000.0,-1418000.0,-122884000.0,,-140077000.0,214899000.0,-136864000.0,42217000.0,171202000.0,,15398000.0,-140077000.0,249824000.0,428000.0,,249824000.0,-140077000.0,1367000.0,,0.0,-0.8,87238000.0,-140077000.0,162586000.0,299450000.0,171202000.0,,172682000.0,-140077000.0,,,,CRWD,,,,-136864000.0,,,,,,,,,42217000.0,-1418000.0,84551000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2020-01-31,0.0,-139340000.0,,-141779000.0,0.27,-141779000.0,,-139782000.0,-141779000.0,-0.96,,442000.0,141627000.0,0.0,-442000.0,,,-442000.0,627478000.0,6725000.0,-115827000.0,,-141779000.0,355663000.0,-146065000.0,89068000.0,148062000.0,,23513000.0,-141779000.0,481413000.0,442000.0,,481413000.0,-141779000.0,1997000.0,,0.0,-0.96,141627000.0,-141779000.0,339786000.0,485851000.0,148062000.0,,266595000.0,-141779000.0,,,,CRWD,,,,-146065000.0,,,,,,,,,89068000.0,6725000.0,130188000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2021-01-31,0.0,-86310000.0,,-92629000.0,0.27,-92629000.0,,-87869000.0,-92629000.0,-0.43,,1559000.0,229545000.0,0.0,-1559000.0,,,-1559000.0,966967000.0,6219000.0,-46167000.0,,-92629000.0,522752000.0,-92529000.0,121436000.0,217756000.0,,40143000.0,-92629000.0,874438000.0,1559000.0,,874438000.0,-92629000.0,4760000.0,,0.0,-0.43,229545000.0,-92629000.0,644893000.0,737422000.0,217756000.0,,401316000.0,-92629000.0,,,,CRWD,,,,-92529000.0,,,,,,,,,121436000.0,6219000.0,214670000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2021-10-31,0.0,-128058000.0,,-211824000.0,0.27,-211824000.0,,-148036000.0,-211824000.0,0.0,,19978000.0,337333000.0,-67903000.0,-19978000.0,,,-19978000.0,1420330000.0,6759000.0,-67903000.0,,-211824000.0,750662000.0,-134817000.0,184261000.0,0.0,,60155000.0,-211824000.0,1285513000.0,19978000.0,,1285513000.0,-209641000.0,61605000.0,,0.0,0.0,337333000.0,-209641000.0,948180000.0,1082997000.0,0.0,,566401000.0,-211824000.0,,,,CRWD,,,,-134817000.0,,,,,,,,,184261000.0,6759000.0,332335000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2018-12-31,,-259557000.0,,-243748000.0,0.068,-243748000.0,-90434000.0,-263174000.0,-218155000.0,-6.05,7770000.0,3617000.0,179364000.0,0.0,2859000.0,-86544000.0,,2859000.0,477740000.0,1012000.0,-55359000.0,1294000.0,-218155000.0,122112000.0,-151901000.0,,40277000.0,8837000.0,97092000.0,-236443000.0,325839000.0,3617000.0,-86544000.0,325839000.0,-226992000.0,-17894000.0,,-5884992.0,-6.05,158802000.0,-245280000.0,167037000.0,318938000.0,40277000.0,12375000.0,,-155783992.0,117654000.0,-6255000.0,7770000.0,SNCR,,84314000.0,,-164276000.0,,,,3890000.0,,,,,,-114132000.0,79172000.0,18288000.0,0.0,117654000.0,25593000.0,0.0,0.0,-28600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2019-12-31,,-100236000.0,,-136727000.0,0.27,-136727000.0,5585000.0,-101293000.0,-104593000.0,-3.36,1258000.0,1057000.0,150406000.0,0.0,-97000.0,5616000.0,,-97000.0,414743000.0,801000.0,-28815000.0,298000.0,-104593000.0,112771000.0,-105994000.0,,40694000.0,-1126000.0,77037000.0,-104593000.0,308749000.0,1057000.0,5616000.0,308749000.0,-103467000.0,2174000.0,,1516320.0,-3.36,150407000.0,-103467000.0,158342000.0,264336000.0,40694000.0,755000.0,,-108692680.0,77036000.0,-822000.0,1258000.0,SNCR,,0.0,,-107788000.0,,,,31000.0,,,,,,4798000.0,75568000.0,0.0,0.0,77036000.0,32134000.0,5518000.0,-1039000.0,-1619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2020-12-31,,-37046000.0,,-48683000.0,0.27,-48683000.0,-4478000.0,-37466000.0,-10702000.0,-1.16,1597000.0,420000.0,122830000.0,0.0,1121000.0,-244000.0,,1121000.0,330240000.0,227000.0,6883000.0,56000.0,-10702000.0,89292000.0,-38570000.0,,41950000.0,-344000.0,42672000.0,-10702000.0,291670000.0,420000.0,-244000.0,291670000.0,-10358000.0,-27108000.0,,-65880.0,-1.16,121817000.0,-10358000.0,169853000.0,208423000.0,41950000.0,7955000.0,,-10523880.0,43685000.0,0.0,1597000.0,SNCR,,0.0,,-48122000.0,,,,4234000.0,,,,,,-17000.0,77043000.0,0.0,0.0,43685000.0,37981000.0,3477000.0,-1597000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2021-09-30,,-26048000.0,,-67230000.0,0.183643,-67230000.0,-2404000.0,-28893000.0,-23403000.0,0.0,64000.0,2845000.0,112451000.0,10352000.0,-3183000.0,-4555000.0,,-3183000.0,296985000.0,-331000.0,14907000.0,402000.0,-23403000.0,82833000.0,-20824000.0,,0.0,184000.0,35387000.0,-23403000.0,276161000.0,2845000.0,-4555000.0,276161000.0,-23587000.0,-5306000.0,,-836494.306579,0.0,111438000.0,-23587000.0,164723000.0,185547000.0,0.0,4267000.0,,-19684494.306579,36400000.0,0.0,64000.0,SNCR,,0.0,,0.0,,,,-2151000.0,,,,,,-4886000.0,67236000.0,0.0,0.0,36400000.0,43827000.0,1863000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2018-03-31,108000000.0,103969000000.0,494000000.0,63985000000.0,0.18,63964000000.0,-758000000.0,100403000000.0,64093000000.0,24.51,30495000000.0,3566000000.0,92144000000.0,0.0,26929000000.0,-2437000000.0,,26929000000.0,179903000000.0,5548000000.0,128426000000.0,,64093000000.0,43540000000.0,70363000000.0,16241000000.0,2553000000.0,2681000000.0,22020000000.0,64093000000.0,250266000000.0,3566000000.0,-2437000000.0,250266000000.0,61412000000.0,18199000000.0,7120000000.0,-438660000.0,25.06,107044000000.0,61412000000.0,143222000000.0,72859000000.0,2610000000.0,264000000.0,27299000000.0,66091340000.0,7120000000.0,0.0,30495000000.0,BABA,-555000000.0,,,69314000000.0,,,,-1679000000.0,,,,,16241000000.0,3111000000.0,22754000000.0,,,7120000000.0,,,,,7120000000.0,-21000000.0,-20792000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2019-03-31,286000000.0,101411000000.0,0.0,87600000000.0,0.17,87558000000.0,253000000.0,96221000000.0,87886000000.0,33.38,44106000000.0,5190000000.0,180576000000.0,0.0,38916000000.0,-1697000000.0,,38916000000.0,319094000000.0,1252000000.0,140188000000.0,,87886000000.0,64669000000.0,57750000000.0,24889000000.0,2580000000.0,7652000000.0,37080000000.0,87886000000.0,376844000000.0,5190000000.0,-1697000000.0,376844000000.0,80234000000.0,16553000000.0,10727000000.0,-288490000.0,33.95,206929000000.0,80234000000.0,169915000000.0,112165000000.0,2623000000.0,264000000.0,39780000000.0,89294510000.0,10727000000.0,-517000000.0,44106000000.0,BABA,-666000000.0,,,57084000000.0,,,,-1950000000.0,,,,,24889000000.0,-445000000.0,37435000000.0,,,10727000000.0,,,,,10727000000.0,-42000000.0,566000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2020-03-31,170000000.0,171825000000.0,576000000.0,149263000000.0,0.12,149215000000.0,3162000000.0,166645000000.0,149433000000.0,55.92,72956000000.0,5180000000.0,253328000000.0,0.0,67776000000.0,2648000000.0,,67776000000.0,416707000000.0,3217000000.0,211604000000.0,,149433000000.0,78870000000.0,93004000000.0,28197000000.0,2627125000.0,9083000000.0,42427000000.0,149433000000.0,509711000000.0,5180000000.0,2648000000.0,509711000000.0,140350000000.0,20562000000.0,13388000000.0,317760000.0,56.8,282367000000.0,140350000000.0,227344000000.0,134340000000.0,2668250000.0,97000000.0,50673000000.0,147102760000.0,13388000000.0,-3835000000.0,72956000000.0,BABA,-998000000.0,,,91430000000.0,,,,-514000000.0,,,,,28197000000.0,5865000000.0,43080000000.0,,,13388000000.0,,,,,13388000000.0,-48000000.0,-5733000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2021-03-31,270000000.0,170054000000.0,0.0,150308000000.0,0.18,150253000000.0,0.0,165578000000.0,150578000000.0,54.72,72794000000.0,4476000000.0,385723000000.0,0.0,68318000000.0,0.0,,68318000000.0,627611000000.0,7582000000.0,217963000000.0,,150578000000.0,136743000000.0,89678000000.0,55224000000.0,2702375000.0,7294000000.0,47909000000.0,150578000000.0,717289000000.0,4476000000.0,0.0,717289000000.0,143284000000.0,29278000000.0,12427000000.0,0.0,55.6,421205000000.0,143284000000.0,296084000000.0,206406000000.0,2747750000.0,0.0,81519000000.0,150578000000.0,12427000000.0,0.0,72794000000.0,BABA,0.0,,,89678000000.0,,,,0.0,,,,,55224000000.0,7582000000.0,57236000000.0,,,12427000000.0,,,,,12427000000.0,-55000000.0,6984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2021-09-30,269000000.0,138745000000.0,0.0,124456000000.0,0.234594,124401000000.0,0.0,133959000000.0,124725000000.0,0.0,42792000000.0,4786000000.0,500569000000.0,151311000000.0,38006000000.0,0.0,,38006000000.0,727717000000.0,8761000000.0,151311000000.0,,124725000000.0,158857000000.0,87192000000.0,52468000000.0,0.0,8190000000.0,12566000000.0,124725000000.0,814909000000.0,4786000000.0,0.0,814909000000.0,116535000000.0,31426000000.0,12566000000.0,0.0,0.0,500569000000.0,116535000000.0,314340000000.0,227148000000.0,0.0,0.0,106389000000.0,124725000000.0,12566000000.0,0.0,42792000000.0,BABA,0.0,,,87192000000.0,,,,0.0,,,,,52468000000.0,8761000000.0,55725000000.0,,,12566000000.0,,,,,12566000000.0,0.0,14002000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2018-12-31,18098000.0,-567485000.0,,-598125000.0,0.27,-637078000.0,,-570925000.0,-580027000.0,-0.88974,10500000.0,3440000.0,165401000.0,0.0,7060000.0,48093000.0,,7060000.0,1218849000.0,-2638000.0,-601668000.0,,-580027000.0,767997000.0,-623440000.0,306235000.0,713879000.0,,13910000.0,-580027000.0,595409000.0,3440000.0,48093000.0,595409000.0,-580027000.0,9102000.0,,12985110.0,-0.837852,165401000.0,-580027000.0,430008000.0,1053448000.0,716027000.0,,461762000.0,-615134890.0,,,10500000.0,PLTR,,,,-623440000.0,,,,48093000.0,,,,,306235000.0,45455000.0,285451000.0,,,,,,,,,-38953000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2019-12-31,-3000.0,-564210000.0,,-579643000.0,0.27,-579643000.0,,-567271000.0,-579646000.0,-0.42,15090000.0,3061000.0,242373000.0,0.0,12029000.0,-3000.0,,12029000.0,1318999000.0,-2853000.0,-551952000.0,,-579646000.0,771063000.0,-576444000.0,320943000.0,1389929814.0,,12255000.0,-579646000.0,742555000.0,3061000.0,-3000.0,742555000.0,-579646000.0,12375000.0,,-810.0,-0.42,242373000.0,-579646000.0,500182000.0,1076626000.0,1389929814.0,,450120000.0,-579643810.0,,,15090000.0,PLTR,,,,-576444000.0,,,,-3000.0,,,,,320943000.0,-2856000.0,305563000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2020-12-31,0.0,-1164888000.0,,-1166391000.0,0.010717,-1171874000.0,,-1179027000.0,-1166391000.0,-1.2,4680000.0,14139000.0,352547000.0,0.0,-9459000.0,811000.0,,-9459000.0,2266352000.0,3300000.0,-1151828000.0,,-1166391000.0,1353145000.0,-1173679000.0,669444000.0,977721736.0,,13871000.0,-1166391000.0,1092673000.0,14139000.0,811000.0,1092673000.0,-1166391000.0,-12636000.0,,8691.739884,-1.19,352547000.0,-1166391000.0,740126000.0,1913805000.0,979330067.0,,683701000.0,-1167193308.260116,,,4680000.0,PLTR,,,,-1173679000.0,,,,811000.0,,,,,669444000.0,4111000.0,560660000.0,,,,,,,,,-5483000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2021-09-30,0.0,-516395000.0,,-512534000.0,0.016718,-512534000.0,,-521248000.0,-512534000.0,0.0,1495000.0,4853000.0,322344000.0,-501775000.0,-3358000.0,0.0,,-3358000.0,1939788000.0,-9215000.0,-501775000.0,,-512534000.0,1220003000.0,-508675000.0,620465000.0,0.0,,14620000.0,-512534000.0,1431113000.0,4853000.0,0.0,1431113000.0,-512534000.0,-8714000.0,,0.0,0.0,322344000.0,-512534000.0,1108769000.0,1617444000.0,0.0,,599538000.0,-512534000.0,,,1495000.0,PLTR,,,,-508675000.0,,,,0.0,,,,,620465000.0,-9215000.0,397441000.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2018-12-31,,3357000000.0,,1833000000.0,0.085372,1833000000.0,-2000000.0,2003000000.0,1833000000.0,1.160413,282000000.0,0.0,11708000000.0,0.0,282000000.0,-98000000.0,,282000000.0,15628000000.0,-1537000000.0,3824000000.0,,1833000000.0,3972000000.0,3357000000.0,2258000000.0,1538157335.0,1000000.0,369000000.0,1833000000.0,18985000000.0,0.0,-98000000.0,18985000000.0,1832000000.0,171000000.0,,-8366450.324513,1.191686,11708000000.0,1832000000.0,7277000000.0,3920000000.0,1579610444.0,0.0,1714000000.0,1922633549.675487,,,282000000.0,TME,-52000000.0,2000000.0,,2039000000.0,,,,-96000000.0,,,,,2258000000.0,-1636000000.0,,,0.0,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
